3,1,"9,10,5,6,8",13,6,19
4,1,"7,2",16,2,18
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,1,8",5,13,18
2,1,"5,7,10,3,9,2",17,10,27
3,1,6,5,1,6
machine,batch,jobs,starting time,processing time,completion time
1,1,2,2,12,14
2,1,"4,6",13,9,22
3,1,"1,10,5,7,8,3",18,8,26
4,1,9,14,2,16
machine,batch,jobs,starting time,processing time,completion time
1,1,"2,3,8",26,9,35
2,1,"9,5,6,7,10",23,6,29
3,1,"1,4",26,3,29
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,10",29,9,38
2,1,"1,9,8",26,5,31
3,1,"5,3,6,2,4",29,3,32
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,5,7",29,14,43
2,1,"8,3,6,10",29,9,38
3,1,"2,4,1",26,4,30
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,10",28,14,42
2,1,"1,3,4",23,12,35
3,1,"5,2,8,6,9",6,7,13
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,3,16",8,9,17
2,1,"8,2,10,4",15,8,23
3,1,"7,18,22,24,9,11,13",19,6,25
4,1,"15,17,19,20,5,6,12,21,14",19,4,23
1,2,"23,25",16,1,17
machine,batch,jobs,starting time,processing time,completion time
1,1,6,11,9,20
2,1,"13,21,23",19,9,28
3,1,"25,7,8,9,18,4",16,9,25
4,1,"19,12,2,14,22,5",18,7,25
1,2,"10,15",15,4,19
1,3,24,3,4,7
1,4,"3,11",17,3,20
1,5,20,6,3,9
1,6,"1,16",19,1,20
1,7,17,2,1,3
machine,batch,jobs,starting time,processing time,completion time
1,1,"16,17",12,14,26
2,1,"19,18,1,10",19,14,33
3,1,"2,15,5,8,12,20,3",14,11,25
4,1,"4,23,21,22,7,9,11,6,24,25",19,8,27
3,2,"13,14",8,1,9
machine,batch,jobs,starting time,processing time,completion time
1,1,"2,15",18,14,32
2,1,"24,21,4",11,13,24
3,1,"6,13,14,23,7,9",14,11,25
4,1,"20,25,8,5,18,22,11,3",16,10,26
2,2,"17,1,16",4,3,7
2,3,"19,10,12",18,2,20
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,7,13",27,9,36
2,1,"15,4,5,18,19",27,8,35
3,1,"21,6,17,20,1,10,12,2",26,7,33
4,1,"11,23,16,3,8,9,14,24,25",29,4,33
machine,batch,jobs,starting time,processing time,completion time
1,1,2,16,9,25
2,1,"4,6",20,9,29
3,1,"10,11,13,14,24,9,18",24,9,33
4,1,"20,7,15,16,17,23,3,5",28,8,36
1,2,"8,12",21,6,27
1,3,"19,1",12,6,18
1,4,"22,25",26,3,29
1,5,21,10,1,11
machine,batch,jobs,starting time,processing time,completion time
1,1,"24,8,5",23,14,37
2,1,"11,12,15,21",29,11,40
3,1,"22,7,16,6,17,20,9",26,9,35
4,1,"19,25,14,2,4,10,13,18,23,1,3",28,5,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,16",17,14,31
2,1,"21,22",24,14,38
3,1,"2,8,14,7,10",29,13,42
4,1,"12,19,23,25,6,17,1",28,12,40
1,2,"18,9",19,7,26
1,3,"11,3",23,6,29
1,4,"4,5",22,4,26
1,5,"15,20",29,3,32
1,6,24,5,3,8
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,20",6,9,15
2,1,"7,11,16,3",16,8,24
3,1,"4,13,14,18,23,1,2",14,7,21
4,1,"8,19,22,5,15,17,21,24,10",18,5,23
1,2,"6,9,25",19,1,20
machine,batch,jobs,starting time,processing time,completion time
1,1,"3,8,11",15,9,24
2,1,"20,23",11,9,20
3,1,"10,19,25,1,14,17",14,8,22
4,1,"9,6,18,2,4,15,21",18,4,22
2,2,"24,5,7",17,2,19
2,3,"12,13,16,22",17,1,18
machine,batch,jobs,starting time,processing time,completion time
1,1,"6,8,21",17,13,30
2,1,"17,22,1",19,11,30
3,1,"20,24,11,12,15,19",17,10,27
4,1,"3,25,5,10,4,13,16,23,2,9,14,7",19,7,26
4,2,18,5,1,6
machine,batch,jobs,starting time,processing time,completion time
1,1,10,15,14,29
2,1,"20,21,1",15,14,29
3,1,"14,2,15,16,7",19,12,31
4,1,"4,6,8,17,3,12,19,24",19,9,28
4,2,"25,5,11,18,13,22,23,9",19,4,23
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,4,7",15,9,24
2,1,"9,13,11,17",24,9,33
3,1,"6,12,24,5,14,15",25,7,32
4,1,"18,25,2,8,16,20,21,22,3,10,23,19",28,6,34
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,10",15,9,24
2,1,"15,22,25,4",18,9,27
3,1,"7,12,23,5,8",27,8,35
4,1,"20,3,11,13,16,17,24",29,7,36
1,2,"2,21",8,5,13
1,3,"1,14",20,4,24
1,4,"6,18,19",23,3,26
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,6",10,14,24
2,1,"9,21,24,25,11",24,12,36
3,1,"13,14,18,23,10,15",29,11,40
4,1,"17,20,22,4,3,8,16,5,1,2,12",27,9,36
1,2,19,28,1,29
machine,batch,jobs,starting time,processing time,completion time
1,1,5,4,14,18
2,1,"16,9",25,14,39
3,1,"10,20,21,24,4",29,13,42
4,1,"25,11,14,12,17,22,2,6,7",23,10,33
1,2,"8,18",24,5,29
1,3,23,24,5,29
1,4,"3,13",28,4,32
1,5,"19,15",26,4,30
1,6,1,18,1,19
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,7,11",14,9,23
2,1,"12,14,15",19,8,27
3,1,"20,25,2,10,13,18,3",18,8,26
4,1,"19,24,1,4,6,9,16,17,23,5",18,6,24
1,2,"21,22",9,2,11
machine,batch,jobs,starting time,processing time,completion time
1,1,"23,25",19,9,28
2,1,"7,10,12",18,8,26
3,1,"3,4,14,15,21,5",15,7,22
4,1,"6,8,19,16,24,11,9,13",18,6,24
3,2,"1,2,17,20,22",11,2,13
3,3,18,17,1,18
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,16,17",8,14,22
2,1,"3,19,2,9",18,12,30
3,1,"11,5,12,24,6,8,18",19,11,30
4,1,"4,20,22,7,21,14,1,13,23,10,25",18,6,24
machine,batch,jobs,starting time,processing time,completion time
1,1,"3,12",19,14,33
2,1,"13,8",4,14,18
3,1,"16,6,2,18,4",19,11,30
4,1,"14,17,25,5,20,9,23",19,8,27
2,2,"7,15,21",18,5,23
2,3,"1,19,10",12,4,16
2,4,"22,24,11",16,2,18
machine,batch,jobs,starting time,processing time,completion time
1,1,"23,15",26,9,35
2,1,"24,2,7",23,8,31
3,1,"8,25,4,6,21,3,10",28,7,35
4,1,"17,19,11,13,18,20,9,22,1",28,5,33
2,2,"5,14,12,16",25,2,27
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,5",22,9,31
2,1,"7,15,17",29,9,38
3,1,"20,24,2,23,1",22,9,31
4,1,"9,16,8,12,21,3,18,25",21,7,28
4,2,"10,22,6,11,13,14",27,2,29
4,3,19,2,1,3
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,8,15",26,14,40
2,1,"21,23,11,14",24,13,37
3,1,"1,13,25,18,2,6,16,5",28,11,39
4,1,"17,19,3,7,20,10,24,4,22,12",29,7,36
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,5",23,14,37
2,1,"7,9",23,13,36
3,1,"12,13,15,19,21,25",26,12,38
4,1,"1,4,8,2,18,23,24",29,8,37
2,2,"3,10,11",14,3,17
2,3,"20,6,14",21,2,23
2,4,"16,17",25,1,26
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,15,23,7",14,9,23
2,1,"14,17,10,12,16",18,8,26
3,1,"5,13,19,2,9,22,1",19,6,25
4,1,"20,3,24,25,6,8,11,18,21",19,4,23
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,14",17,9,26
2,1,"15,19",5,9,14
3,1,"21,3,25,4,6,8",19,8,27
4,1,"13,17,24,9,16,2,10",15,5,20
2,2,"23,1,18",19,3,22
4,2,"22,5,11,12,20",16,2,18
machine,batch,jobs,starting time,processing time,completion time
1,1,"3,5,10",12,14,26
2,1,"14,1,7,16,18",16,14,30
