machine,batch,jobs,starting time,processing time,completion time
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,3,18,14",15,14,29
2,1,"15,7,16,20,5",16,14,30
3,1,"22,24,2,8,21,25,11,19",16,11,27
4,1,"1,17,10,9,4",19,14,33
3,2,"23,6",27,11,38
1,2,12,29,10,39
machine,batch,jobs,starting time,processing time,completion time
1,1,"2,6",9,13,22
2,1,"4,13,8,25,24",15,9,24
3,1,"10,3,22,9,17,23",19,14,33
4,1,"18,14,15,7,12,19,16",14,13,27
1,2,"11,5",22,9,31
2,2,"20,21",24,6,30
4,2,1,27,2,29
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,3,6",23,9,32
2,1,"16,7,13,19,1",26,8,34
3,1,"2,11,22,14,24,17,5",25,9,34
4,1,"18,23,21,10,15,25",16,9,25
4,2,"12,9,20",28,9,37
1,2,4,32,5,37
machine,batch,jobs,starting time,processing time,completion time
1,1,"16,1,4,9",14,4,18
2,1,"23,7,12,3",20,8,28
3,1,"5,6,2,20,25,22",26,8,34
4,1,"17,14,21,15,18,13",24,6,30
1,2,"10,8",18,9,27
1,3,24,27,3,30
2,2,"19,11",28,8,36
machine,batch,jobs,starting time,processing time,completion time
1,1,"11,2,8",11,13,24
2,1,"3,5,21,7,13,15",28,12,40
3,1,"10,17,14,9,20,6,22",20,14,34
4,1,"16,4,12,18,19",23,12,35
1,2,"24,23",24,11,35
3,2,"25,1",34,13,47
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,3,25",6,10,16
2,1,"10,9,13,21",23,11,34
3,1,"17,12,8,20,4",28,9,37
4,1,"14,22,2,11,5,19",28,9,37
1,2,7,16,12,28
1,3,23,28,14,42
2,2,"24,1",34,12,46
4,2,"16,6",37,13,50
3,2,18,37,4,41
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,6,25",13,8,21
2,1,"8,11,10,5,17",18,9,27
3,1,"21,7,16,2,18,24,9",19,9,28
4,1,"3,1,20,19,23,14",14,8,22
1,2,"15,4",21,5,26
4,2,"22,12",22,9,31
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,2,21,3",14,7,21
2,1,"1,5,8,14",16,9,25
3,1,"24,17,23,10,18,20",18,9,27
4,1,"19,12,13,22,6,7",18,8,26
1,2,"25,11",21,5,26
2,2,"9,16",25,8,33
1,3,4,26,9,35
machine,batch,jobs,starting time,processing time,completion time
1,1,"23,2,7,17",12,11,23
2,1,"12,6,19,22",11,10,21
3,1,"14,13,24,11,3,16,25",19,14,33
4,1,"18,5,15,21,4,20",19,14,33
2,2,"1,8,10",21,14,35
1,2,9,23,11,34
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,4,12",16,14,30
2,1,"11,9,22,7,19",12,14,26
3,1,"10,18,14,23,15,20",17,14,31
4,1,"24,3,2,5,16,6",17,14,31
2,2,"21,17,1",26,14,40
1,2,25,30,1,31
1,3,13,31,12,43
machine,batch,jobs,starting time,processing time,completion time
1,1,"16,13,21,6",14,8,22
2,1,"12,20,14,2,17",27,9,36
3,1,"5,3,10,9,15,8",28,9,37
4,1,"7,19,11,25,18,24",25,9,34
1,2,"23,4",28,6,34
1,3,"22,1",34,8,42
machine,batch,jobs,starting time,processing time,completion time
1,1,"17,1,5,14",28,7,35
2,1,"21,10,24,3",17,1,18
3,1,"19,11,6,15,13,22",29,7,36
4,1,"2,20,25,23,7,9",29,9,38
2,2,"8,12,4",23,6,29
2,3,"18,16",29,3,32
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,8,15,21",20,12,32
2,1,"10,13,24,12,18",18,11,29
3,1,"11,17,14,2,5,16,25",29,13,42
4,1,"22,1,3,23,20",24,11,35
2,2,"4,19,6",29,14,43
1,2,9,32,1,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"17,11,6",11,13,24
2,1,"23,1,12,18,25",29,10,39
3,1,"5,9,21,13,16,2",28,13,41
4,1,"3,14,19,15,22,10",27,14,41
1,2,"7,8",24,13,37
1,3,20,37,11,48
2,2,"24,4",39,10,49
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,1,10",18,7,25
2,1,"15,25,4,17",12,8,20
3,1,"2,22,18,14,23,13,20",14,9,23
4,1,"8,11,21,16,7,19",18,8,26
2,2,"9,3,6",20,6,26
3,2,"5,24",23,9,32
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,21,2",9,8,17
2,1,"18,14,25,7",14,9,23
3,1,"23,20,8,10,24,3",18,9,27
4,1,"1,4,17,13,6,11,16",19,9,28
1,2,"12,9",17,8,25
2,2,"15,19",23,9,32
1,3,5,25,7,32
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,2,14,19",13,7,20
2,1,"15,3,18,4,12",12,14,26
3,1,"17,10,7,23,1,6,11",18,9,27
4,1,"24,21,5,16,9",19,14,33
1,2,"20,8",20,10,30
2,2,"13,25",26,8,34
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,25,21",8,14,22
2,1,"17,11,10,23,14",19,14,33
3,1,"19,24,15,8,1,5",8,13,21
4,1,"6,3,9,18,12,7",18,14,32
3,2,"4,22,20",21,9,30
1,2,"16,2",22,5,27
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,16,19",27,4,31
2,1,"18,17,14,20,4",19,8,27
3,1,"15,24,6,9,22,12,21,11",28,9,37
4,1,"25,2,10,13,5",20,9,29
2,2,"7,3,23",27,8,35
4,2,8,29,4,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"2,13,12,21",27,9,36
2,1,"22,23,1,8,3",21,9,30
3,1,"9,16,24,25,19,6",23,5,28
4,1,"11,4,14,10,17,20",26,5,31
3,2,"5,7,18",28,9,37
2,2,15,30,3,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"6,12,17",27,12,39
2,1,"18,13,25,16,23",23,10,33
3,1,"1,20,3,10,7,15,2",29,14,43
4,1,"19,21,5,24,8,22",21,8,29
4,2,"4,9,11",29,11,40
2,2,14,33,7,40
machine,batch,jobs,starting time,processing time,completion time
1,1,"3,20,1",5,7,12
2,1,"7,22,12,9",23,13,36
3,1,"11,23,14,18,6,21",26,14,40
4,1,"15,2,24,4,17,19",24,13,37
1,2,"10,16",16,9,25
1,3,"5,8",25,5,30
1,4,13,30,5,35
1,5,25,35,11,46
machine,batch,jobs,starting time,processing time,completion time
1,1,"25,5,15,14",13,6,19
2,1,"18,7,20,6,23",17,9,26
3,1,"9,21,17,12,24,8,13",19,8,27
4,1,"11,22,19,16,2",19,8,27
1,2,"4,10",19,3,22
1,3,"1,3",22,7,29
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,18",16,5,21
2,1,"19,4,23,11,10",18,8,26
3,1,"24,20,3,17,6,16",17,7,24
4,1,"13,5,8,7,9,2,25",19,9,28
1,2,"12,21",21,9,30
3,2,"14,22",24,9,33
2,2,1,26,2,28
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,20,3,11",19,13,32
