4,1,"12,13,19,10,14,18,20",15,14,29
1,3,"2,11",18,11,29
2,2,"5,7,17",19,10,29
machine,batch,jobs,starting time,processing time,completion time
1,1,"2,7,10,11",5,9,14
2,1,"3,16,21,4,12,13",9,9,18
3,1,"25,20,1,6,22,24,8,18",19,9,28
4,1,"5,9,15,17,14,23,19",28,9,37
machine,batch,jobs,starting time,processing time,completion time
1,1,"20,6",4,7,11
2,1,"7,15,9",5,9,14
3,1,"13,21,2,23,24,4",12,8,20
4,1,"1,10,25,12,17,8,22,19",19,9,28
1,2,"14,3",21,6,27
2,2,"11,18,5",27,7,34
3,2,16,29,6,35
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,7",1,14,15
2,1,"25,4,13",5,12,17
3,1,"18,5,6,11,24,20,22,12",19,12,31
4,1,"15,10,3,17,9,21,16,23,2,8,19",28,12,40
1,2,14,29,10,39
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,5",4,14,18
2,1,"2,18,12,17",11,8,19
3,1,"13,6,7,11,21",16,12,28
4,1,"4,1,15,25,20,24,14,8",24,12,36
1,2,23,24,5,29
2,2,"9,16",25,14,39
3,2,"19,3,10",29,13,42
machine,batch,jobs,starting time,processing time,completion time
1,1,"20,22",1,8,9
2,1,"24,4,9,11",2,8,10
3,1,"23,1,12,6,21,3,10",12,8,20
4,1,"18,19,7,2,8,13,17,14,5,16",18,9,27
1,2,"25,15",19,8,27
machine,batch,jobs,starting time,processing time,completion time
1,1,1,1,2,3
1,2,"13,16",1,5,6
2,1,"11,21",2,7,9
1,3,3,3,7,10
3,1,"6,4,22,10,20,2",10,8,18
4,1,"23,5,17,19,24,14,12,15,8",17,9,26
2,2,"18,7",18,8,26
1,4,"9,25",19,9,28
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,15,2",4,14,18
2,1,"22,25,17,14",7,13,20
3,1,"20,21,13,16,5,6,3",12,14,26
4,1,"24,7,10,1,4,8,11,12,19,23,18",19,12,31
machine,batch,jobs,starting time,processing time,completion time
1,1,4,1,8,9
2,1,"10,11",2,2,4
