1,3,"17,18",23,6,29
1,4,22,29,9,38
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,4",3,5,8
2,1,"7,10,18",21,14,35
3,1,"25,12,15,9,13,20,2",26,12,38
1,2,"5,14,6",29,12,41
4,1,"11,23,24,8,17,22",27,12,39
2,2,"3,19,21",35,12,47
3,2,16,38,4,42
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,3,1",28,8,36
2,1,"18,15,16,11",25,14,39
3,1,"12,20,7,24,5,10",29,14,43
4,1,"17,6,9,23,25,13,19",26,13,39
1,2,21,36,12,48
4,2,"4,2,14",39,10,49
2,2,8,39,5,44
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"20,4",2,8,10
2,1,"22,10,7,5",18,8,26
3,1,"24,23,14,16,19,12,6",18,8,26
4,1,"3,9,18,21,2,11,17",14,8,22
1,2,"8,15,13",19,9,28
4,2,"25,1",22,8,30
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,18",17,2,19
2,1,"13,2,15,10",15,8,23
3,1,"16,5,23,4,22,14,6",12,9,21
4,1,"17,21,8,19,12,9,20",18,8,26
1,2,"24,25",19,9,28
3,2,"7,3",21,8,29
2,2,11,23,4,27
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,6,21",10,11,21
2,1,"15,22,3,24",12,14,26
3,1,"5,2,14,18,23,1,10",19,11,30
4,1,"7,8,13,4,17,12",16,13,29
1,2,"11,16,19",21,14,35
2,2,"25,20",26,6,32
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,7",7,8,15
2,1,"10,12,21",19,14,33
3,1,"17,9,3,20,24,11",19,14,33
4,1,"14,2,1,22,25,23,6",19,10,29
1,2,"19,8",15,13,28
1,3,"5,15",28,7,35
4,2,"16,13",29,14,43
3,2,18,33,9,42
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,4",12,7,19
2,1,"8,5,12,14",25,7,32
3,1,"15,10,20,19,9,18",28,8,36
4,1,"1,17,22,21,23,16,6",28,9,37
1,2,"2,24,3",19,8,27
1,3,"13,11",27,4,31
1,4,25,31,7,38
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,6,7",27,9,36
2,1,"1,15,20",29,9,38
3,1,"24,16,19,2,18,10",21,9,30
4,1,"11,17,3,21,8,13,14",28,9,37
3,2,"23,5,22,4",30,9,39
1,2,"9,25",36,7,43
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,1,5",19,14,33
2,1,"23,4,17",25,13,38
3,1,"18,10,7,21,8,24,15",26,13,39
4,1,"11,19,16,6,3,14,25",25,12,37
1,2,"2,12,13",33,11,44
4,2,"22,20",37,6,43
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"25,6,12",22,12,34
2,1,"2,10,13",17,12,29
3,1,"11,23,20,19,5,17,1",28,13,41
4,1,"14,21,24,22,9,16,18",28,14,42
2,2,"15,8,3",29,11,40
1,2,7,34,13,47
2,3,4,40,8,48
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,1,6",14,9,23
2,1,"7,13,2,22",19,8,27
3,1,"5,18,14,3,12,25,10,15,19",18,9,27
4,1,"16,20,24,11,21",19,7,26
1,2,"9,8,23",23,9,32
4,2,17,26,8,34
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,2",7,4,11
2,1,"10,12,17",16,5,21
3,1,"13,15,11,20,25,3",19,9,28
4,1,"16,6,23,8,18,1,21",19,8,27
1,2,"19,14",17,9,26
2,2,"4,7,22",21,9,30
1,3,"24,5",26,5,31
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,1,3",7,14,21
2,1,"15,4,11,14",15,14,29
3,1,"22,9,19,5,8,21,25,17",19,14,33
4,1,"24,12,6,23,20,18",19,11,30
1,2,"10,2,7",21,14,35
2,2,16,29,11,40
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"2,23",18,13,31
2,1,"4,7,9,17",17,14,31
3,1,"10,5,20,24,8,25,13",15,12,27
4,1,"18,15,3,6,16,21,12",19,13,32
3,2,"1,22,19",27,6,33
2,2,"11,14",31,9,40
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,5,3",21,9,30
2,1,"12,10,20",18,9,27
3,1,"22,15,4,18,2,14,6",28,8,36
4,1,"17,25,9,24,19,13,7",28,9,37
2,2,"21,1,11",27,8,35
1,2,"23,16",30,9,39
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"24,5",6,4,10
2,1,"3,10,2,14",26,8,34
3,1,"8,22,21,25,6,12,1",22,9,31
4,1,"13,20,4,16,11,18,17",25,6,31
1,2,"19,23",10,8,18
1,3,"7,9",18,1,19
1,4,15,19,2,21
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"11,1",22,12,34
2,1,"8,16,25,18",20,13,33
3,1,"14,19,22,20,9,4,10,15",24,14,38
4,1,"3,6,24,13,2,17",28,14,42
2,2,"12,7,5",33,9,42
1,2,"21,23",34,6,40
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"14,8",28,7,35
2,1,"12,10,21,17",19,11,30
3,1,"7,22,3,25,5",23,12,35
4,1,"23,13,24,19,4,11",28,14,42
2,2,"20,9,2",30,6,36
3,2,"16,6,18",35,13,48
1,2,1,35,12,47
2,3,15,36,10,46
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,12",18,5,23
2,1,"9,14,19,7",14,7,21
3,1,"20,4,23,2,18,3,16",19,9,28
4,1,"5,22,15,17,8,6,25",18,9,27
2,2,"10,1,21",21,9,30
1,2,"11,24",23,9,32
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,10,3",18,7,25
2,1,"9,13,11",17,8,25
3,1,"4,18,8,14,17,5",18,9,27
4,1,"7,19,23,21,6,22,20",15,8,23
4,2,"16,12,1,24",23,8,31
2,2,"2,25",25,6,31
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"23,1,5",6,6,12
2,1,"6,4,18,8",8,14,22
3,1,"13,10,3,12,16,25,2",17,12,29
4,1,"19,20,14,11,22,7",13,14,27
1,2,"17,9,15",19,14,33
2,2,"24,21",22,9,31
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,2",15,14,29
2,1,"14,15,20,3",17,14,31
3,1,"9,17,7,21,11,12,22,5",19,14,33
4,1,"25,24,23,18,6,13",17,14,31
1,2,"1,19",29,14,43
4,2,"4,10",31,14,45
2,2,16,31,13,44
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"16,1,13",25,8,33
2,1,"2,5,18,10",15,9,24
3,1,"15,7,24,25,9,12",28,9,37
4,1,"6,22,4,23,3,19,21",28,8,36
2,2,"8,11,14",27,8,35
1,2,"17,20",33,9,42
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"17,4,5",26,7,33
2,1,"22,7,21,1",28,4,32
3,1,"3,16,18,6,15,20,14",29,4,33
4,1,"10,13,12,11,8,19",29,7,36
2,2,"25,23,2",32,6,38
3,2,"9,24",33,9,42
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"18,6,17",21,14,35
2,1,"15,10,4,2",29,11,40
3,1,"25,22,3,9,16,1,14",22,11,33
4,1,"8,20,11,12,21,7",24,12,36
3,2,"5,23,24",33,8,41
1,2,"19,13",35,9,44
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"6,7,1",13,5,18
2,1,"11,5,8,19",18,13,31
3,1,"2,16,9,14,21,25,3",28,12,40
4,1,"20,13,18,24,10,15",27,14,41
1,2,"22,12",29,9,38
2,2,"4,23",31,10,41
1,3,17,38,3,41
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,2",4,5,9
2,1,"4,6,8,11",15,8,23
3,1,"9,7,24,13,16,3",15,8,23
4,1,"5,19,20,21,17,10,1",18,9,27
1,2,"18,15,22",14,8,22
1,3,"14,23",22,9,31
3,2,25,23,6,29
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,3,21",13,9,22
2,1,"14,13,4,9",13,9,22
3,1,"10,19,17,2,20,22,1",19,9,28
4,1,"7,24,25,12,15,5",19,9,28
2,2,"11,18,23",22,8,30
1,2,16,22,2,24
1,3,6,24,2,26
,,,,,
machine,batch,jobs,starting time,processing time,completion time
